Dataset,Batch Size,Device,Nbr Epoch,Training Time,Training Energy,Training Carbon,Accuracy,CPU Energy,GPU Energy,RAM Energy
FashionMNIST,10,cuda,1,25.949501276016235,0.000945990812331,5.202949467820865e-05,87.24,0.000420142794725,0.0004417407492376,8.410726836838345e-05
FashionMNIST,10,cuda,1,28.06197452545166,0.0010381312129113,5.709721671012212e-05,87.44,0.0004724111590397,0.0004747658180156,9.095423585597066e-05
FashionMNIST,10,cuda,1,25.871657133102417,0.0009471196648078,5.209158156443008e-05,87.57,0.0004187712694611,0.0004444936998424,8.385469550420539e-05
FashionMNIST,10,cuda,1,25.80476403236389,0.0009415759104167,5.178667507292143e-05,86.76,0.0004179370562938,0.0004400007551789,8.363809894400779e-05
FashionMNIST,10,cuda,1,26.12326574325561,0.0009373591207711,5.155475164241393e-05,86.09,0.0004108042289208,0.0004418824160183,8.467247583188547e-05
FashionMNIST,10,cuda,1,27.152157306671143,0.0009812886496169,5.397087572893167e-05,87.71,0.0004353833991397,0.0004578998776693,8.800537280782085e-05
FashionMNIST,10,cuda,1,26.033235788345337,0.0009485129669675,5.216821318321421e-05,86.85,0.0004203178295873,0.0004438165294633,8.437860791680814e-05
FashionMNIST,10,cuda,1,27.08994150161743,0.0009845091877671,5.414800532719422e-05,88.7,0.0004348660087258,0.0004618382657325,8.780491330877462e-05
FashionMNIST,10,cuda,1,27.16700267791748,0.0009878096020459,5.432952811252821e-05,87.68,0.0004364968311416,0.0004632580325831,8.805473832113762e-05
FashionMNIST,10,cuda,1,25.86080312728882,0.0009399189268325,5.169554097578943e-05,86.98,0.000417339709427,0.0004387592046439,8.382001276151244e-05
FashionMNIST,10,cuda,1,26.168912172317505,0.0009524379078716,5.238408493294346e-05,86.89,0.0004234978746313,0.0004441219297623,8.481810347798055e-05
FashionMNIST,10,cuda,1,25.741079330444336,0.0009394653995058,5.167059697282024e-05,86.31,0.0004165444226797,0.0004394889513134,8.343202551261156e-05
FashionMNIST,10,cuda,1,26.04564070701599,0.000947042892514,5.208735908827121e-05,87.04,0.00041989768814,0.0004427263484644,8.441885590943704e-05
FashionMNIST,10,cuda,1,27.84016466140747,0.0010105840248016,5.558212136409185e-05,87.28,0.000447962638092,0.0004723828433863,9.023854332328312e-05
FashionMNIST,10,cuda,1,27.813798189163208,0.0010196105988174,5.607858293495705e-05,87.92,0.000460440897519,0.0004690198905611,9.01498107372107e-05
FashionMNIST,10,cuda,1,27.110638856887817,0.0009956423071862,5.476032689524185e-05,85.97,0.0004533888232663,0.0004543808363729,8.78726475469216e-05
FashionMNIST,10,cuda,1,26.961828470230103,0.0009820055834422,5.401030708932227e-05,87.69,0.0004342801904794,0.0004603369754791,8.73884174836607e-05
FashionMNIST,10,cuda,1,26.779114484786987,0.0009751187580597,5.363153169328679e-05,87.25,0.000436667051,0.0004516539223962,8.67977846635019e-05
FashionMNIST,10,cuda,1,27.742876291275024,0.0010359152467143,5.697533856928792e-05,87.33,0.0004744512220606,0.0004715428296237,8.99211950299007e-05
FashionMNIST,10,cuda,1,27.76512622833252,0.0010313842788937,5.672613533915668e-05,87.39,0.0004702892759533,0.0004711024000819,8.999260285846636e-05
FashionMNIST,10,cuda,1,26.70719599723816,0.0009731155936466,5.352135765056612e-05,86.88,0.0004290212582167,0.0004575313576404,8.656297778950393e-05
FashionMNIST,10,cuda,1,26.49693012237549,0.0009656476759607,5.3110622177839886e-05,87.73,0.0004280142140777,0.0004517517836597,8.588167822323528e-05
FashionMNIST,10,cuda,1,28.273332595825195,0.0010284054473566,5.656229960461575e-05,86.92,0.0004539690123415,0.0004827973527312,9.163908228383416e-05
FashionMNIST,10,cuda,1,26.44403624534607,0.0009664848367513,5.3156666021324135e-05,87.4,0.0004277500166441,0.0004530246036644,8.571021644275278e-05
FashionMNIST,10,cuda,1,26.78859043121338,0.0009729591899063,5.351275544484925e-05,88.04,0.0004302206308428,0.0004559118083635,8.682675069985967e-05
FashionMNIST,10,cuda,1,27.416045904159542,0.0010002473824445,5.501360603444915e-05,88.34,0.0004482745436193,0.0004631121592758,8.886067954936361e-05
FashionMNIST,10,cuda,1,26.126940965652462,0.0009538991383847,5.246445261116035e-05,86.51,0.0004210515557298,0.0004481651995653,8.468238308951234e-05
